id,name,region,subregion_or_pdo_pgi,cultivars,harvest_year,category,color,fruitiness_intensity,bitterness_intensity,pungency_intensity,aroma_notes,taste_notes,defects,processing,filtration,acidity_pct,awards,description
INT-000397,Lesvos Hills • Valencia,Valencia,Catalonia,Picholine,2023.9423881498956,EVOO,golden,5.401397149499051,3.9325810724961947,3.5266294451915745,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.3910938558669282,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
INT-000154,Zakynthos Grove • Galilee,Galilee,Galilee,Picual,2023.9783833392457,EVOO,green,6.980287373944451,5.761371188270592,5.3607946704521225,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.3008883689429299,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000076,Chalkidiki Grove • İzmir,İzmir,Aydın,Taggiasca,2023.9237194977723,EVOO,green,7.318294602062013,4.853120384952937,7.092997010085743,fresh grass;green apple;thyme,balanced;crisp;clean finish,none,"two-phase, cold",filtered,0.3792665591099329,—,Northern Greek blend with bright aromatics and tidy finish; great with greens pies.
INT-000454,Peloponnesian Grove • Victoria,Victoria,New South Wales,Picual,2024.0904669661677,EVOO,deep green-gold,8.306146991364617,5.826443683242845,6.968903418459349,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.2747711797006304,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
INT-000696,Laconian Peaks • Sousse,Sousse,Sousse,Mission,2024.013006009808,EVOO,bright green,6.607534715069903,4.9794372714040485,6.283093867671249,green banana;wild herbs;chicory,gentle bitterness;clean;long aftertaste,none,"two-phase mill, cold",unfiltered,0.2739892559799566,—,"Athinolia brings elegance and floral notes, softened by Koroneiki; versatile everyday oil."
INT-000278,Tsounati Mountain • Sfax,Sfax,Kairouan,Picholine,2024.0267947824866,EVOO,deep green,8.412747154360806,5.464686542844259,7.235660384398367,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.23294600193569065,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000069,Arcadian Orchard • Trás-os-Montes,Trás-os-Montes,Beira Interior,Mission,2024.1163874194333,EVOO,golden,6.106481121830828,4.033120147580931,3.728780801952056,ripe pear;chamomile;almond,buttery;gentle bitterness,none,cold extraction,filtered,0.39623578005381194,—,Approachable blend suited for everyday cooking and baking.
INT-000515,Thassos Throumpa • Catamarca,Catamarca,La Rioja,Koroneiki,2024.0022896430019,EVOO,golden,4.974878785843301,2.8261929940425894,3.388674329093815,ripe olive;dried almond;hay,mellow;sweet entry;light pepper,none,cold extraction,unfiltered,0.4625,—,Soft island profile with ripe notes; ideal for pastries and mellow dishes.
INT-000189,Chalkidiki Grove • Catalonia,Catalonia,Andalusia,Coratina,2024.0673989883026,EVOO,green,6.734310474910109,4.710233969010507,6.317864211162106,fresh grass;green apple;thyme,balanced;crisp;clean finish,none,"two-phase, cold",filtered,0.3530453417361542,—,Northern Greek blend with bright aromatics and tidy finish; great with greens pies.
INT-000272,Sitia Sunrise • Corsica,Corsica,Languedoc,Manzanilla,2024.0697093674594,EVOO,bright green,7.818699501107712,5.491442029225253,7.547648150995338,green tomato;artichoke;nettle,firm bitterness;spicy tail,none,"three-phase, inert gas",filtered,0.1875,—,High‑energy Sitia EVOO with classic Cretan grassiness; for soups and grilled octopus.
INT-000237,Mytilene Estate • Beira Interior,Beira Interior,Beira Interior,Arbosana,2023.9836370771284,EVOO,golden-green,6.094591076455011,3.397552797560187,4.331227625603707,ripe tomato;oregano;dried fig,rounded;pleasant;light pepper,none,"two-phase, cold",filtered,0.33012253584248463,—,Classically soft Kolovi suitable for mild salads.
INT-000089,Zakynthos Grove • Sicily,Sicily,Sicily,Taggiasca,2023.9396232641093,EVOO,green,6.740660728318947,4.607909263316778,5.942198385506472,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.33052145673347694,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000763,Lesvos Hills • Kairouan,Kairouan,Sfax,Coratina,2024.0855659133424,EVOO,golden,6.434702586395864,4.862323236899707,4.7565444092004645,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.3836777901216582,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
INT-000118,Messinian Classic • Zgharta,Zgharta,Akkar,Mission,2024.0511241844854,EVOO,green-gold,6.816157871421692,6.673817220500546,7.56073438546335,artichoke;arugula;green almond,assertive;peppery;structured,none,cold-extracted,filtered,0.2646838681036141,—,Quintessential Messinian Koroneiki; assertive but balanced; for red sauces and grills.
INT-000126,Saronic Shores • Sousse,Sousse,Sfax,Mission,2023.9491197714551,EVOO,golden-green,6.213245037185811,4.180833446098069,4.513578086495128,ripe apple;herbs;almond,smooth;gentle bitterness,none,cold extraction,filtered,0.34757825705028794,—,"Attica blend, approachable and smooth for everyday use."
INT-000661,Zakynthos Grove • Koura,Koura,Koura,Hojiblanca,2024.0150792135003,EVOO,green,6.905294517306855,4.416072385137255,6.41379097060334,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.3459519706803784,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000290,Phthiotis Vale • Sonoma,Sonoma,Sonoma,Barnea,2023.969637580965,EVOO,golden,5.195888912480944,2.8,3.0489544992905557,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.3963056674011661,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000239,Peloponnesian Grove • Maule,Maule,Maule,Picholine,2024.0832210997348,EVOO,deep green-gold,7.746753404263864,5.892390956707166,7.344746007509556,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.23225729061233133,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
1,Peloponnesian Grove,Peloponnese,Kalamata (PDO),Koroneiki,2024.0,EVOO,deep green-gold,8.0,6.0,7.0,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.25,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
INT-000792,Cretan Ridge • Akkar,Akkar,Zgharta,Leccino,2024.0584591039287,EVOO,vibrant green,9.2,7.2,8.074650681084083,rocket;artichoke;green almond;oregano,robust;spicy;lingering pepper,none,"three-phase mill, nitrogen blanket",filtered,0.2393690910139985,NYIOOC 2024 Gold (fictional),Powerful Cretan profile with high fruitiness and pungency; stands up to roasted meats.
INT-000603,Tsounati Mountain • Koura,Koura,Zgharta,Chetoui,2023.9963460031265,EVOO,deep green,7.844537188177149,5.981968854275547,7.5357082739941745,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.2177502729423526,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000795,Lesvos Hills • New South Wales,New South Wales,Victoria,Picholine,2023.933957962891,EVOO,golden,6.315573723858362,4.302088759151543,3.800372914119813,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.4048079334558422,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
INT-000466,Zakynthos Grove • Provence,Provence,Languedoc,Arbequina,2024.0109738882502,EVOO,green,7.286797257901262,5.1147354366490765,5.063521765165408,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.31339824658566107,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000279,Kefalonian Bay • Sfax,Sfax,Sousse,Manzanilla,2024.041783646847,EVOO,golden-green,6.02757621510274,3.5799268776401343,4.210766862924966,ripe apple;oregano;almond,round;mildly peppery,none,cold extraction,filtered,0.33935580970219975,—,Island blend leaning ripe and round; table‑friendly and forgiving.
INT-000625,Makri Heritage • Victoria,Victoria,New South Wales,Hojiblanca,2024.0320069727989,EVOO,emerald green,7.6951350431235115,4.834169353436413,6.747278529267019,tomato leaf;green pepper;fresh herbs,crisply bitter;vivid pepper,none,"cold extraction, decanter",unfiltered,0.3155301041703051,—,"Distinct Makri cultivar, tomato‑leaf aromas and vibrant pepper; superb for bruschetta."
INT-000117,Tsounati Mountain • Victoria,Victoria,New South Wales,Frantoio,2024.0577508790236,EVOO,deep green,7.681672689886665,6.15439268221319,7.179148481355962,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.20335799245351655,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000229,Makri Heritage • Aydın,Aydın,İzmir,Leccino,2023.9571662282526,EVOO,emerald green,8.081711374251691,5.060587326673702,6.680597820370428,tomato leaf;green pepper;fresh herbs,crisply bitter;vivid pepper,none,"cold extraction, decanter",unfiltered,0.2920438482161082,—,"Distinct Makri cultivar, tomato‑leaf aromas and vibrant pepper; superb for bruschetta."
INT-000757,Olympia Fields • South Australia,South Australia,South Australia,Koroneiki,2023.9658458568606,EVOO,green-gold,7.563955670765639,4.623335608126051,5.443540306315559,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.2353218932391115,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000421,Zakynthos Grove • İzmir,İzmir,Balıkesir,Arbosana,2023.9863458900445,EVOO,green,7.7710959115432905,4.362504712452337,6.369774687038975,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.3585844461155863,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000435,Phthiotis Vale • Galilee,Galilee,Judean Hills,Frantoio,2023.9655085978159,EVOO,golden,4.89271140107819,3.3918041167629394,3.185756828213143,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.43278699729633846,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000275,Olympia Fields • Galilee,Galilee,Judean Hills,Koroneiki,2024.060717184829,EVOO,green-gold,6.6399806329863615,4.986173413238159,7.079748326416297,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.3549944524505948,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000319,Tsounati Mountain • Ribatejo,Ribatejo,Alentejo,Arbequina,2023.9714987983077,EVOO,deep green,8.380994026223503,5.613784160671533,8.25,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.25091942861436056,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000552,Olympia Fields • O'Higgins,O'Higgins,Colchagua,Frantoio,2023.9844265553609,EVOO,green-gold,6.553753743468121,5.218053004370684,6.752221929386765,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.3069730729586384,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000145,Laconian Peaks • Puglia,Puglia,Tuscany,Mission,2024.0195855109375,EVOO,bright green,6.725036180455992,5.418540132831767,6.850753266271162,green banana;wild herbs;chicory,gentle bitterness;clean;long aftertaste,none,"two-phase mill, cold",unfiltered,0.3188782835817425,—,"Athinolia brings elegance and floral notes, softened by Koroneiki; versatile everyday oil."
INT-000649,Chalkidiki Grove • Sousse,Sousse,Sousse,Taggiasca,2023.9180589610328,EVOO,green,6.475004991310226,4.851803085844196,5.973100964534795,fresh grass;green apple;thyme,balanced;crisp;clean finish,none,"two-phase, cold",filtered,0.32898499981055784,—,Northern Greek blend with bright aromatics and tidy finish; great with greens pies.
INT-000736,Nestos Riverbank • La Rioja,La Rioja,Catamarca,Frantoio,2023.9582140611242,EVOO,green,7.082553966090412,4.778961934307204,6.591078453903561,green tomato;rocket;peppercorn,firm;spicy;clean finish,none,"cold, inert gas",filtered,0.2539781725986465,—,Thracian blend with zesty tomato‑leaf and spicy finish.
INT-000727,Zakynthos Grove • Puglia,Puglia,Tuscany,Mission,2024.0280363098952,EVOO,green,7.008443949728943,4.6403999166702095,6.324503016460256,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.3325748315973659,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000586,Phthiotis Vale • Zgharta,Zgharta,Akkar,Leccino,2024.0051838867062,EVOO,golden,4.8,2.8,2.8768289813143118,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.4625,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000370,Zakynthos Grove • Provence,Provence,Provence,Picholine,2024.0048262433386,EVOO,green,7.572878149389762,5.165109165723194,5.772121304054676,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.3657787064282998,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000269,Argolic Breeze • İzmir,İzmir,İzmir,Picual,2024.026569385816,EVOO,golden-green,6.427641982140948,3.2731195905614223,3.808884699573803,ripe apple;pear;chamomile,mild;buttery;light pepper,none,cold-extracted <27°C,filtered,0.40129275599325637,—,Classic Manaki with mild bitterness and delicate aromas; great for baking and white cheeses.
INT-000568,Phthiotis Vale • Sacramento Valley,Sacramento Valley,Sonoma,Arbequina,2024.0089496512282,EVOO,golden,5.15484029441356,2.8852533333220873,2.75,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.4413562572567731,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000308,Lesvos Hills • Maule,Maule,Maule,Frantoio,2024.0566704992816,EVOO,golden,6.091035973146658,4.106160392876268,4.499182850622318,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.4281510022653292,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
INT-000311,Tsounati Mountain • Languedoc,Languedoc,Languedoc,Leccino,2023.9682283493967,EVOO,deep green,7.370207379564004,5.589354964231873,8.25,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.25085682867795983,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000452,Chalkidiki Grove • Akkar,Akkar,Akkar,Leccino,2024.0957443887446,EVOO,green,7.056673405502125,4.676855872032411,6.097269566339647,fresh grass;green apple;thyme,balanced;crisp;clean finish,none,"two-phase, cold",filtered,0.33769891079269476,—,Northern Greek blend with bright aromatics and tidy finish; great with greens pies.
INT-000047,Nestos Riverbank • Umbria,Umbria,Liguria,Arbequina,2023.9877529127866,EVOO,green,7.586244181689988,4.767775970247737,6.749538302491328,green tomato;rocket;peppercorn,firm;spicy;clean finish,none,"cold, inert gas",filtered,0.2902808162544812,—,Thracian blend with zesty tomato‑leaf and spicy finish.
INT-000350,Makri Heritage • Umbria,Umbria,Sicily,Picual,2023.942441128138,EVOO,emerald green,8.043400337269237,5.759365138409597,6.822982941119395,tomato leaf;green pepper;fresh herbs,crisply bitter;vivid pepper,none,"cold extraction, decanter",unfiltered,0.2859197732229972,—,"Distinct Makri cultivar, tomato‑leaf aromas and vibrant pepper; superb for bruschetta."
INT-000372,Chalkidiki Grove • Aydın,Aydın,İzmir,Koroneiki,2023.936350287266,EVOO,green,6.1891176166792405,5.082224983313009,6.526598259273103,fresh grass;green apple;thyme,balanced;crisp;clean finish,none,"two-phase, cold",filtered,0.37770662228814283,—,Northern Greek blend with bright aromatics and tidy finish; great with greens pies.
INT-000524,Phthiotis Vale • Liguria,Liguria,Sicily,Picual,2024.0298913154024,EVOO,golden,4.8,3.5399891080894808,3.7668957718322504,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.4060079145874379,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000262,Sitia Sunrise • Sfax,Sfax,Sfax,Cornicabra,2023.939096029403,EVOO,bright green,6.858339768322098,5.698927577049111,6.886841145218418,green tomato;artichoke;nettle,firm bitterness;spicy tail,none,"three-phase, inert gas",filtered,0.1875,—,High‑energy Sitia EVOO with classic Cretan grassiness; for soups and grilled octopus.
INT-000196,Corfiot Lianolia • South Australia,South Australia,South Australia,Taggiasca,2023.979790368506,EVOO,green-gold,7.174195561273095,4.297580020540496,4.414257266750799,green walnut;wild fennel;apple skin,silky;fresh;medium pepper,none,cold-extracted,filtered,0.3276131469209818,—,Elegant Corfiot oil with herbal lift; shines on steamed vegetables and fish.
INT-000800,Makri Heritage • Taza,Taza,Fès-Meknès,Koroneiki,2024.0269410991248,EVOO,emerald green,7.896596385093792,4.73874054479977,6.269457906410109,tomato leaf;green pepper;fresh herbs,crisply bitter;vivid pepper,none,"cold extraction, decanter",unfiltered,0.29135926317202776,—,"Distinct Makri cultivar, tomato‑leaf aromas and vibrant pepper; superb for bruschetta."
INT-000673,Messinian Classic • Provence,Provence,Provence,Arbosana,2023.9949338269757,EVOO,green-gold,7.327636061881291,5.305565346253689,6.267338799701001,artichoke;arugula;green almond,assertive;peppery;structured,none,cold-extracted,filtered,0.22935850866695412,—,Quintessential Messinian Koroneiki; assertive but balanced; for red sauces and grills.
INT-000108,Chalkidiki Grove • Galilee,Galilee,Galilee,Taggiasca,2024.0135084976014,EVOO,green,6.461286532760393,4.94207724668294,6.261946077170542,fresh grass;green apple;thyme,balanced;crisp;clean finish,none,"two-phase, cold",filtered,0.322667244199877,—,Northern Greek blend with bright aromatics and tidy finish; great with greens pies.
INT-000060,Thassos Throumpa • Extremadura,Extremadura,Valencia,Taggiasca,2024.0071303372226,EVOO,golden,5.588819537893009,3.119413509781351,2.75,ripe olive;dried almond;hay,mellow;sweet entry;light pepper,none,cold extraction,unfiltered,0.44057540277575247,—,Soft island profile with ripe notes; ideal for pastries and mellow dishes.
INT-000600,Mytilene Estate • La Rioja,La Rioja,Mendoza,Arbequina,2023.930023965118,EVOO,golden-green,6.3262270711006865,3.5932773516756225,4.795449601115642,ripe tomato;oregano;dried fig,rounded;pleasant;light pepper,none,"two-phase, cold",filtered,0.33373338535245073,—,Classically soft Kolovi suitable for mild salads.
INT-000440,Argolic Breeze • Judean Hills,Judean Hills,Judean Hills,Arbosana,2024.065109098678,EVOO,golden-green,6.233455410099618,2.8,4.084494121807178,ripe apple;pear;chamomile,mild;buttery;light pepper,none,cold-extracted <27°C,filtered,0.38236804858884355,—,Classic Manaki with mild bitterness and delicate aromas; great for baking and white cheeses.
INT-000101,Nestos Riverbank • Languedoc,Languedoc,Provence,Arbequina,2024.0792235914282,EVOO,green,7.254357626855112,4.611694002016865,6.682376710029066,green tomato;rocket;peppercorn,firm;spicy;clean finish,none,"cold, inert gas",filtered,0.24782539996423936,—,Thracian blend with zesty tomato‑leaf and spicy finish.
INT-000478,Thassos Throumpa • South Australia,South Australia,Victoria,Picholine,2023.954828036059,EVOO,golden,4.943244934095661,2.8,3.469325625575479,ripe olive;dried almond;hay,mellow;sweet entry;light pepper,none,cold extraction,unfiltered,0.42564582387633393,—,Soft island profile with ripe notes; ideal for pastries and mellow dishes.
INT-000719,Saronic Shores • İzmir,İzmir,Balıkesir,Koroneiki,2024.029421403206,EVOO,golden-green,5.761151183261351,4.002758048756577,5.028620603726636,ripe apple;herbs;almond,smooth;gentle bitterness,none,cold extraction,filtered,0.3352918213638773,—,"Attica blend, approachable and smooth for everyday use."
INT-000584,Makri Heritage • Marrakech-Safi,Marrakech-Safi,Marrakech-Safi,Leccino,2023.9451028795543,EVOO,emerald green,8.138785783045146,4.386125153804907,7.373802311857372,tomato leaf;green pepper;fresh herbs,crisply bitter;vivid pepper,none,"cold extraction, decanter",unfiltered,0.27060630400325403,—,"Distinct Makri cultivar, tomato‑leaf aromas and vibrant pepper; superb for bruschetta."
INT-000738,Zakynthos Grove • Beira Interior,Beira Interior,Ribatejo,Barnea,2024.0216024385481,EVOO,green,6.7870746005768545,5.25379326909973,6.403216002283715,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.3096128724225578,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000180,Cretan Ridge • Galilee,Galilee,Galilee,Picual,2023.9279290912282,EVOO,vibrant green,9.2,6.864303410526898,7.746895650321382,rocket;artichoke;green almond;oregano,robust;spicy;lingering pepper,none,"three-phase mill, nitrogen blanket",filtered,0.20989695224883048,NYIOOC 2024 Gold (fictional),Powerful Cretan profile with high fruitiness and pungency; stands up to roasted meats.
INT-000305,Mytilene Estate • Napa,Napa,Sonoma,Coratina,2024.0345626214314,EVOO,golden-green,5.806220093090537,3.5861839807021547,3.8149483305373777,ripe tomato;oregano;dried fig,rounded;pleasant;light pepper,none,"two-phase, cold",filtered,0.3985227852169269,—,Classically soft Kolovi suitable for mild salads.
INT-000430,Arcadian Orchard • Sfax,Sfax,Sousse,Taggiasca,2023.9973790738893,EVOO,golden,5.18976337400468,3.653917893749928,2.75,ripe pear;chamomile;almond,buttery;gentle bitterness,none,cold extraction,filtered,0.3825667350700393,—,Approachable blend suited for everyday cooking and baking.
INT-000508,Zakynthos Grove • Sonoma,Sonoma,Sacramento Valley,Arbequina,2024.0439084053755,EVOO,green,6.966774076709801,5.946766821595156,5.199859255194219,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.3572745343583528,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000771,Makri Heritage • Trás-os-Montes,Trás-os-Montes,Alentejo,Barnea,2024.0607806852609,EVOO,emerald green,7.8734904749666645,5.636934603458325,7.487509751061582,tomato leaf;green pepper;fresh herbs,crisply bitter;vivid pepper,none,"cold extraction, decanter",unfiltered,0.2933574137484248,—,"Distinct Makri cultivar, tomato‑leaf aromas and vibrant pepper; superb for bruschetta."
INT-000150,Makri Heritage • Wairarapa,Wairarapa,Hawke's Bay,Chetoui,2024.0100074093577,EVOO,emerald green,8.687468278688455,5.196717960795339,6.839878239709382,tomato leaf;green pepper;fresh herbs,crisply bitter;vivid pepper,none,"cold extraction, decanter",unfiltered,0.2733814426164722,—,"Distinct Makri cultivar, tomato‑leaf aromas and vibrant pepper; superb for bruschetta."
INT-000125,Arcadian Orchard • Corsica,Corsica,Languedoc,Chemlali,2024.0606247469689,EVOO,golden,6.115559105889613,4.145827712893217,4.030069138636463,ripe pear;chamomile;almond,buttery;gentle bitterness,none,cold extraction,filtered,0.3654834365698752,—,Approachable blend suited for everyday cooking and baking.
INT-000635,Olympia Fields • Maule,Maule,O'Higgins,Arbequina,2024.0438297166459,EVOO,green-gold,6.91931686033069,5.002541969222842,6.068397209049067,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.2896368402160298,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000698,Cretan Ridge • Liguria,Liguria,Puglia,Picholine,2023.9923269889027,EVOO,vibrant green,9.0153453251125,6.509785264716066,8.25,rocket;artichoke;green almond;oregano,robust;spicy;lingering pepper,none,"three-phase mill, nitrogen blanket",filtered,0.20975308915302882,NYIOOC 2024 Gold (fictional),Powerful Cretan profile with high fruitiness and pungency; stands up to roasted meats.
INT-000186,Phthiotis Vale • New South Wales,New South Wales,South Australia,Coratina,2024.0534238916186,EVOO,golden,4.868643294776203,2.8,2.7664363288156393,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.41156299031363086,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000542,Kefalonian Bay • Tuscany,Tuscany,Umbria,Taggiasca,2023.966403422423,EVOO,golden-green,6.106048005882026,3.780683519450689,5.051788416597977,ripe apple;oregano;almond,round;mildly peppery,none,cold extraction,filtered,0.33213491462740014,—,Island blend leaning ripe and round; table‑friendly and forgiving.
INT-000051,Cretan Ridge • Tuscany,Tuscany,Liguria,Picual,2024.0274781666026,EVOO,vibrant green,8.866698860891022,6.49119987215877,7.828189115021142,rocket;artichoke;green almond;oregano,robust;spicy;lingering pepper,none,"three-phase mill, nitrogen blanket",filtered,0.22793644275170585,NYIOOC 2024 Gold (fictional),Powerful Cretan profile with high fruitiness and pungency; stands up to roasted meats.
INT-000488,Corfiot Lianolia • Wairarapa,Wairarapa,Hawke's Bay,Picual,2024.035984796796,EVOO,green-gold,6.64811131493307,3.9818941472391773,5.479677023762449,green walnut;wild fennel;apple skin,silky;fresh;medium pepper,none,cold-extracted,filtered,0.3387160961249031,—,Elegant Corfiot oil with herbal lift; shines on steamed vegetables and fish.
INT-000790,Phthiotis Vale • Castilla-La Mancha,Castilla-La Mancha,Extremadura,Barnea,2024.0442841477625,EVOO,golden,4.8,3.337939239510976,3.6341956055398437,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.42040223798194326,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000486,Peloponnesian Grove • Wairarapa,Wairarapa,Hawke's Bay,Leccino,2023.9665746126882,EVOO,deep green-gold,7.912494567340169,5.619306364902382,5.528206257092578,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.2666380364751474,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
INT-000322,Nestos Riverbank • Sfax,Sfax,Sousse,Chemlali,2023.9750133800505,EVOO,green,6.399328548657339,4.300630012793953,7.249686296213787,green tomato;rocket;peppercorn,firm;spicy;clean finish,none,"cold, inert gas",filtered,0.2605707755118651,—,Thracian blend with zesty tomato‑leaf and spicy finish.
INT-000354,Laconian Peaks • Sonoma,Sonoma,Napa,Koroneiki,2024.049505360278,EVOO,bright green,7.238937865400468,5.328714580650145,6.482662276780941,green banana;wild herbs;chicory,gentle bitterness;clean;long aftertaste,none,"two-phase mill, cold",unfiltered,0.32617156775555717,—,"Athinolia brings elegance and floral notes, softened by Koroneiki; versatile everyday oil."
INT-000740,Sitia Sunrise • Maule,Maule,O'Higgins,Frantoio,2023.9308134751957,EVOO,bright green,7.388407989172196,6.87755372377795,6.593646463855685,green tomato;artichoke;nettle,firm bitterness;spicy tail,none,"three-phase, inert gas",filtered,0.19060875217435344,—,High‑energy Sitia EVOO with classic Cretan grassiness; for soups and grilled octopus.
INT-000143,Thassos Throumpa • Colchagua,Colchagua,O'Higgins,Koroneiki,2024.0555395352465,EVOO,golden,5.448067770536611,3.128219472261898,3.0286358964770295,ripe olive;dried almond;hay,mellow;sweet entry;light pepper,none,cold extraction,unfiltered,0.4474803391300048,—,Soft island profile with ripe notes; ideal for pastries and mellow dishes.
INT-000371,Nestos Riverbank • Extremadura,Extremadura,Extremadura,Leccino,2024.0788593953741,EVOO,green,6.564435686355951,5.348979895389601,6.591975568548336,green tomato;rocket;peppercorn,firm;spicy;clean finish,none,"cold, inert gas",filtered,0.2726713595510741,—,Thracian blend with zesty tomato‑leaf and spicy finish.
INT-000142,Thassos Throumpa • Sfax,Sfax,Kairouan,Koroneiki,2023.9486772268308,EVOO,golden,5.251941862294083,3.0029247952404896,2.75,ripe olive;dried almond;hay,mellow;sweet entry;light pepper,none,cold extraction,unfiltered,0.44824499172893034,—,Soft island profile with ripe notes; ideal for pastries and mellow dishes.
INT-000400,Lesvos Hills • Kairouan,Kairouan,Sfax,Hojiblanca,2023.9437814815537,EVOO,golden,5.573844766837036,4.144986237417138,3.9715141496264676,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.4206652146368042,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
INT-000264,Laconian Peaks • Kairouan,Kairouan,Kairouan,Koroneiki,2023.9451603515265,EVOO,bright green,6.68122179837053,4.964223896781624,5.52755813465429,green banana;wild herbs;chicory,gentle bitterness;clean;long aftertaste,none,"two-phase mill, cold",unfiltered,0.31472664302059167,—,"Athinolia brings elegance and floral notes, softened by Koroneiki; versatile everyday oil."
